1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1632,0,4,0,0,6,1632,576,3,1967,1632,3,25000,100,0,0,4,5,1632,1967,1967,143000
1630,0,3,3,0,7,1630,451,3,2000,1630,2,9750,75,171,234,5,7,1630,2000,2001,213000
1013,0,2,3,0,6,1013,0,1,0,1526,1,8470,105,0,0,2,3,1013,1915,1982,85000
1040,0,2,4,0,4,0,420,3,1956,1040,3,7200,60,0,0,5,4,0,1949,1950,90000
841,806,4,3,0,6,806,216,3,1920,1647,1,6858,66,0,66,4,6,806,1915,1950,128000
1328,653,4,3,622,1,500,576,3,1981,1981,2,7804,65,0,44,3,4,1122,1928,1950,135000
1644,0,3,3,1285,2,131,418,0,1953,1644,3,9600,80,238,0,5,6,1416,1953,1953,167000
1482,1092,3,3,0,6,1482,868,0,2007,2574,0,9588,69,270,148,5,8,1482,2007,2007,276000
1060,764,0,3,0,6,764,520,3,1940,1824,3,13515,60,0,0,6,6,764,1919,1950,180500
1350,0,3,1,624,2,288,520,2,1964,1350,3,9020,82,259,0,5,6,1248,1964,1964,168500
958,0,2,3,958,3,0,440,2,1976,958,3,4928,69,0,60,6,6,958,1976,1976,143750
1053,795,4,3,0,6,833,370,3,1922,1848,2,13053,64,0,0,7,6,833,1923,2000,207000
1620,0,3,3,1116,1,165,490,3,1993,1620,3,9991,69,0,78,4,4,1281,1976,1993,150000
1167,0,3,3,560,2,598,400,2,1992,1167,2,9248,69,106,26,6,6,1158,1992,1992,173000
798,0,3,3,94,3,641,220,3,1949,1487,3,8741,52,0,140,4,6,735,1945,1950,113000
892,0,3,3,432,1,460,288,2,1967,892,3,7150,65,60,0,5,5,892,1967,1967,100000
804,0,0,3,510,1,278,240,3,1940,804,2,7200,60,294,0,7,5,788,1940,1992,119000
1140,0,3,3,0,6,1140,0,1,0,1140,3,17217,90,0,56,5,5,1140,2006,2006,84500
983,813,4,3,400,1,380,483,2,1963,1796,3,7056,71,415,50,5,6,780,1963,1963,140000
1118,912,4,3,156,3,692,551,0,1976,2030,2,12046,69,298,224,6,6,848,1976,1976,195000
1026,981,3,0,765,2,252,812,4,2008,2007,0,11003,85,160,52,5,10,1017,2008,2008,310000
691,0,2,3,0,6,691,216,3,1920,691,0,5400,60,0,20,6,5,691,1920,1950,86000
786,0,3,3,0,6,768,676,2,2008,1590,2,9000,75,0,30,5,8,768,2008,2008,210000
1216,639,4,3,444,5,550,325,3,1954,1855,3,9525,75,0,0,4,6,994,1954,1972,136900
1028,776,3,3,0,6,994,442,0,1999,1804,2,7500,60,0,60,5,7,994,1999,1999,189000
884,884,0,3,550,2,334,543,4,2003,1768,2,8158,65,252,63,5,7,884,2003,2003,224900
1831,1796,4,1,1387,2,543,807,0,1995,3627,2,35760,118,1378,76,5,10,1930,1995,1996,625000
1298,0,3,3,1258,2,40,403,4,1985,1298,2,11200,69,85,26,5,6,1298,1985,1985,180000
1801,0,1,3,1247,0,254,484,0,1959,1801,3,15602,100,0,54,8,7,1501,1959,1997,289000
630,0,1,0,553,2,77,0,1,0,630,0,1533,21,0,0,7,5,630,1970,1970,92000
1103,0,2,3,397,1,706,440,4,1976,1103,2,6000,50,0,120,6,6,1103,1925,1980,110500
859,319,2,2,0,6,859,384,2,1964,1178,3,8712,66,0,0,7,4,859,1900,1950,102776
1196,0,2,3,197,3,999,440,3,1957,1196,3,4800,40,0,0,7,4,1196,1916,1990,109900
1372,0,3,3,0,6,1372,529,0,2008,1372,2,8640,72,0,140,5,7,1372,2007,2008,250580
1431,0,3,1,371,2,728,296,2,1962,1431,3,9150,101,305,110,5,6,1099,1962,1962,165000
1422,0,3,0,0,6,1422,626,2,2004,1422,2,8500,63,106,60,5,7,1422,2004,2004,179600
1079,874,3,0,985,2,595,501,0,1992,1953,2,53107,69,0,231,5,6,1580,1992,1992,240000
1121,0,2,3,0,6,1121,440,2,2003,1121,3,8546,80,0,64,5,4,1121,2003,2004,140000
1143,1330,4,0,0,6,1143,852,4,2004,2473,2,9591,76,344,151,5,8,1143,2004,2005,317000
1057,0,3,3,417,5,640,576,0,1977,1057,3,7420,70,0,0,5,5,1057,1962,1962,132000
1110,0,0,0,1097,2,0,602,0,1978,1110,2,9101,69,104,30,6,5,1097,1978,1978,165500
1164,1106,4,3,524,2,628,671,0,1999,2270,2,11764,92,348,57,7,8,1152,1999,2007,290000
2018,0,3,1,0,6,2002,746,0,2009,2018,0,13214,89,0,76,5,9,2002,2008,2009,378500
672,714,3,2,438,5,234,440,0,1978,1386,3,11616,69,328,0,5,6,672,1978,1978,158900
1082,871,3,2,0,6,1082,1043,2,2005,1953,2,10574,85,0,50,5,8,1082,2005,2006,252000
1337,0,2,3,733,2,604,462,2,1993,1337,2,5395,41,0,0,5,8,1337,1993,1993,180000
997,1288,4,3,0,6,969,648,0,2000,2285,2,11000,69,72,56,5,8,969,2000,2000,248000
1718,0,3,1,1288,2,417,826,2,2007,1718,2,10637,79,336,44,5,8,1705,2007,2008,297000
1086,0,3,0,516,0,380,484,2,1966,1086,3,13400,85,1047,0,5,5,1024,1966,1966,159950
1555,0,2,3,0,6,1373,660,0,2007,1555,2,3684,53,130,20,5,7,1373,2007,2007,174000
1902,0,3,0,1406,2,496,567,0,1959,1902,0,17500,100,0,207,8,7,1902,1959,2002,335000
1298,1216,4,3,1216,3,0,693,0,1990,2514,3,11170,69,0,0,5,7,1216,1990,1991,250000
1224,0,2,0,1086,2,0,528,3,1979,1224,3,7018,64,275,0,5,5,1086,1979,1979,153337
1054,0,3,3,602,0,14,460,3,1969,1054,3,9750,65,0,0,8,6,1054,1969,1969,151000
1276,1336,4,3,854,2,371,676,0,1998,2612,2,12203,98,975,0,5,8,1225,1998,1999,336000
902,0,3,3,599,2,277,288,3,1967,902,3,6173,69,75,0,6,5,876,1967,1967,125500
1153,0,4,3,692,2,153,484,2,1983,2353,0,13005,94,278,195,7,7,845,1980,1980,260000
689,703,3,3,378,2,311,299,0,1977,1392,3,10900,69,153,36,7,6,689,1977,1977,161750
1155,0,3,0,899,0,210,576,3,1987,1155,2,11782,88,0,0,7,5,1109,1961,1995,148000
1136,768,3,3,180,5,676,240,3,1950,1904,3,7200,60,0,0,4,5,1208,1950,1982,138000
950,208,3,3,0,6,862,208,2,1929,1158,3,6000,50,0,0,7,6,862,1929,1950,120000
751,611,3,2,0,6,611,502,0,1920,1362,3,6155,60,0,0,8,6,611,1920,1999,128000
1005,1286,4,3,0,6,975,429,0,1999,2291,2,8738,66,302,0,5,7,975,1999,1999,230000
649,668,3,3,0,6,649,250,3,1920,1317,3,8500,50,0,54,4,4,649,1920,1950,40000
1734,0,3,3,1004,2,730,928,4,2007,1734,0,12085,93,328,0,5,8,1734,2007,2007,318000
1194,0,3,3,0,6,1194,312,2,1959,1194,3,8760,73,220,0,6,6,1194,1959,1959,148000
876,540,4,2,0,6,876,720,3,1949,1416,3,12665,100,0,0,8,5,876,1915,1950,153900
1383,0,3,2,1064,1,319,354,4,1954,1383,3,13284,69,0,116,5,5,1383,1954,1954,165000
1001,1001,0,3,284,1,717,871,3,1949,2002,3,6270,82,0,0,6,5,1001,1949,1950,145000
1496,0,0,0,0,6,1496,474,4,2007,1496,2,9158,76,140,130,5,8,1496,2007,2007,225000
984,620,3,3,408,7,156,660,3,1977,1604,3,10998,60,0,68,5,5,984,1941,1960,117000
764,0,2,3,0,6,680,504,3,1965,764,3,5232,30,0,0,5,5,680,1925,2004,73000
977,755,3,3,0,7,741,476,0,1985,1732,2,9206,77,336,46,5,6,741,1985,1985,178000
1494,0,3,0,0,6,1494,840,2,2006,1494,2,10652,91,306,33,5,7,1494,2006,2007,279500
986,0,2,3,0,6,960,180,3,1926,986,3,6180,60,0,128,5,6,960,1926,1950,102000
1145,0,2,3,16,2,1129,397,0,2005,1145,2,3182,43,11,16,5,7,1145,2005,2006,160200
742,742,3,3,0,6,742,0,1,0,1484,3,6300,35,0,291,6,6,742,1914,2001,128000
1344,0,3,3,111,2,354,525,2,1958,1344,2,14375,69,541,118,6,6,819,1958,1958,137500
958,581,3,3,0,6,650,686,3,1983,1539,2,10440,60,0,78,8,5,650,1904,2002,157500
1134,1370,4,3,0,6,1122,656,0,2005,2504,0,11198,77,245,39,5,9,1122,2005,2007,325000
747,0,1,2,0,6,600,528,3,1953,747,3,5825,52,108,0,5,4,600,1926,1953,79900
1108,989,0,0,975,2,133,583,2,1998,2097,2,9750,75,0,170,6,7,1108,1998,1998,274300
3138,1538,3,1,2260,2,878,884,0,2007,4676,0,40094,130,762,406,5,10,3138,2007,2008,184750
786,390,2,3,0,6,698,624,3,1999,1176,3,6000,50,0,0,9,6,698,1937,2000,134900
720,0,2,3,495,5,225,0,1,0,720,3,7879,60,0,523,5,4,720,1920,1950,34900
1580,0,3,3,0,6,1580,830,2,2008,1580,2,11932,92,186,24,5,8,1580,2007,2008,235128
1440,0,4,1,1440,7,0,0,1,0,1440,3,7711,42,0,0,3,4,1440,1977,1977,150000
738,0,3,3,193,2,545,540,0,2005,1476,2,8633,64,0,35,5,6,738,2005,2005,173500
1500,0,3,0,20,2,1480,570,2,2004,1500,2,8487,63,210,36,5,7,1500,2004,2004,190000
884,464,3,3,0,7,884,216,3,1960,1348,3,6000,50,0,0,8,5,884,1925,1997,117000
1200,0,1,2,661,2,203,884,3,1977,1200,2,9230,71,166,64,8,5,864,1965,1998,146000
1394,0,3,3,609,1,785,514,2,1963,1394,3,9500,69,247,76,5,6,1394,1963,1963,159000
800,832,4,3,400,2,336,484,3,1966,1632,2,9130,69,252,40,8,6,800,1966,2000,173000
912,0,3,3,842,0,70,336,3,1974,912,3,8521,70,0,0,5,5,912,1967,1967,125000
1370,1254,4,3,1128,1,242,864,3,1918,2624,3,22420,86,0,0,6,6,1370,1918,1950,239000
1696,0,3,3,0,6,1140,349,4,1962,1696,3,13673,40,0,30,5,5,1140,1962,1962,143900
682,548,2,3,0,6,440,440,3,1966,1230,3,10440,60,0,0,6,5,440,1910,1981,110000
1549,1178,3,3,297,5,556,440,3,1932,2727,2,10570,70,0,74,8,8,853,1932,1994,315000
728,728,3,3,0,6,728,429,2,2006,1456,3,15578,105,0,0,5,6,728,2006,2006,172785
864,0,3,3,375,7,250,660,3,1989,864,2,6960,60,0,0,6,4,864,1970,1970,120500
970,739,3,3,0,6,970,380,3,2004,1709,2,2522,24,50,40,5,6,970,2004,2006,130000
810,855,3,3,643,2,167,528,0,2001,1665,2,8400,70,0,45,6,8,810,2001,2001,227000
1372,1274,0,1,987,2,360,656,2,1993,2646,2,9900,90,256,60,5,7,1347,1993,1993,260000
798,0,3,3,0,6,798,595,2,2003,1640,2,7226,72,0,45,5,7,798,2003,2003,183000
1014,685,3,2,440,1,538,420,3,1920,1699,3,10615,107,0,74,5,3,978,1900,1970,95000
1663,0,2,1,1116,1,248,529,4,1954,1663,2,53227,69,0,137,6,4,1364,1954,1994,256000
1728,0,6,3,1332,5,396,504,3,1963,1728,3,9100,70,336,0,5,5,1728,1963,1963,125000
1055,790,0,3,0,6,1055,462,2,1992,1845,2,11218,70,0,104,5,6,1055,1992,1992,189000
1020,831,3,1,536,1,169,440,2,1964,1851,2,9760,80,340,42,8,6,822,1964,1993,187000
1489,0,3,3,0,6,1489,776,2,2006,1489,2,11216,81,0,140,5,8,1489,2006,2006,232600
864,0,2,3,612,5,252,300,3,2008,864,3,9100,70,0,0,6,6,864,1959,1959,127500
1256,0,3,3,830,1,136,276,0,1965,1256,3,9937,75,0,68,6,5,1256,1965,1965,147500
816,0,2,3,816,7,0,816,0,1985,816,3,6600,60,0,0,8,5,816,1982,2003,138000
902,918,4,1,454,0,410,492,3,1965,1820,2,13700,69,288,84,6,7,864,1965,1988,201800
912,1215,4,2,48,1,422,833,2,1991,2127,2,13125,103,0,192,5,7,1104,1991,1991,238000
1065,0,3,3,0,6,1065,461,3,1974,1065,3,8892,80,66,0,5,5,1065,1960,1960,126500
1200,0,4,3,0,6,1200,312,3,1923,1200,3,11340,84,0,0,5,6,1200,1923,1950,125000
1208,0,2,0,686,2,501,632,2,2006,1208,2,6762,64,24,61,5,7,1187,2006,2006,206000
1133,1349,4,1,0,6,1094,642,0,2005,2482,2,12665,88,245,39,5,8,1094,2005,2006,281213
1720,0,3,3,919,2,801,527,0,1996,1720,2,10593,59,338,56,5,7,1720,1996,1996,260400
840,0,3,3,116,3,556,0,1,0,840,3,4388,55,0,0,7,5,672,1930,1950,87000
1294,0,3,3,1200,2,78,496,4,1991,1294,2,7153,69,88,51,5,6,1278,1991,1991,179200
1090,0,2,3,980,0,110,450,0,2005,1090,3,7024,60,0,49,5,5,1090,2005,2006,157000
1165,0,4,3,0,6,1141,420,0,1998,2263,2,12090,93,650,123,5,8,1141,1998,1998,258000
969,0,3,0,716,1,253,440,3,1975,969,3,10356,120,0,0,6,5,969,1975,1975,122000
894,0,2,3,0,6,894,1248,2,1994,894,3,18000,120,0,20,4,3,894,1935,1950,81000
1028,0,2,3,0,6,1008,360,3,1927,1028,3,8960,56,0,0,6,5,1008,1927,1950,115000
979,979,4,3,484,5,495,492,3,1946,1958,3,7136,82,423,0,6,6,979,1946,1950,145000
1795,0,2,0,0,6,1795,895,2,2007,1795,2,9986,75,428,49,5,8,1795,2006,2007,147000
1940,0,3,0,1646,2,284,606,0,2010,1940,0,10159,83,450,95,5,9,1930,2009,2010,395192
1178,0,3,3,1084,1,92,439,3,1973,1178,2,10000,80,0,0,6,5,1176,1973,2000,157000
810,672,0,3,156,1,516,400,3,1934,1482,1,12155,69,0,0,8,6,672,1925,1950,140000
1428,0,3,3,0,7,1417,554,2,2008,1428,0,12274,91,256,60,5,7,1417,2008,2008,227680
864,0,0,0,460,1,404,338,3,1972,864,3,15523,36,0,0,6,5,864,1972,1972,133500
616,495,3,2,236,3,0,200,3,1941,1111,3,9084,60,0,0,6,5,616,1941,1950,95000
680,790,3,3,310,7,370,420,0,1993,1470,3,9765,69,68,63,8,6,680,1993,1993,185000
1116,0,3,3,0,6,1116,440,3,1962,1116,3,10000,87,261,0,6,6,1116,1962,1962,160000
864,0,2,3,414,7,450,288,3,1959,864,2,7332,60,207,0,6,6,864,1959,1959,120000
1297,0,0,3,1213,5,84,498,0,1954,1297,3,8532,74,650,0,6,5,1297,1954,1990,153000
1113,0,3,3,607,0,506,264,3,1950,1113,2,9600,80,0,80,7,5,1113,1950,2007,147000
1501,0,3,1,679,2,811,577,2,1999,1501,2,10335,78,183,29,5,7,1490,1999,1999,204000
764,783,3,2,24,2,732,614,3,2009,1547,2,8640,72,0,45,5,7,756,2009,2009,215200
991,956,3,3,222,2,769,678,2,2004,1947,2,12552,100,0,136,5,7,991,2004,2005,254900
1717,0,3,0,0,6,1709,908,2,2006,1717,2,11146,87,250,39,5,8,1709,2006,2006,255500
1052,0,3,0,504,7,506,440,3,1971,1052,3,8816,80,80,0,7,6,1010,1971,1971,155000
1127,886,3,0,862,7,255,455,3,1997,2013,3,9920,92,0,130,5,7,1117,1996,1997,269790
1266,0,2,0,0,6,1266,388,0,2007,1266,2,3182,43,16,16,5,7,1266,2007,2007,159895
1992,876,4,0,240,2,1752,716,0,2005,2868,0,16056,85,208,108,5,9,1992,2005,2006,556581
980,1276,4,3,300,2,652,554,0,2000,2256,2,8795,69,0,54,5,7,952,2000,2000,236000
1414,0,3,0,24,2,1390,494,2,2004,1414,2,8773,65,98,105,5,7,1414,2004,2004,185500
936,785,3,3,814,2,114,471,4,1994,1721,2,8462,70,105,87,5,6,928,1994,1994,201000
811,741,3,3,550,0,163,434,2,1975,1552,3,11475,85,0,208,6,6,713,1975,1975,179900
698,430,2,3,0,6,698,528,2,1980,1128,3,7500,60,0,0,4,4,698,1920,1950,68400
1118,0,3,0,522,0,574,358,0,1977,1118,3,9880,76,0,0,6,6,1096,1977,1977,171000
1728,0,4,1,936,5,396,574,3,1976,1728,3,12640,55,0,0,5,6,1728,1976,1976,150900
1686,762,4,3,1361,2,88,711,2,1994,2448,2,46589,52,528,76,7,8,1629,1994,2005,402000
1473,0,1,1,1324,2,113,452,3,1968,1473,0,25095,65,0,48,8,5,1437,1968,2003,143000
1187,530,3,2,902,3,254,400,2,1990,1717,2,13758,44,117,36,5,7,1156,1990,1991,187500
1166,0,2,1,655,2,201,400,0,2005,1166,2,9587,59,182,0,5,7,856,2005,2005,190000
1370,0,2,2,24,2,1346,484,2,2006,1370,2,6442,44,178,49,5,8,1370,2006,2006,202500
1724,0,3,0,528,0,1152,480,2,1967,1724,3,17871,69,359,0,5,6,1680,1967,1976,197900
970,739,0,3,0,6,970,380,3,2004,1709,2,2522,24,50,40,5,7,970,2004,2004,130000
483,0,2,3,358,0,125,264,3,1971,987,3,1680,21,604,0,3,6,483,1971,1971,89500
901,901,4,3,352,3,441,216,3,1920,1802,3,7588,54,0,0,6,7,793,1920,1950,200100
1170,1175,4,3,503,5,449,360,3,1932,2345,3,16560,80,0,0,8,6,952,1932,1950,239000
1068,0,3,3,663,2,396,264,2,1963,1068,3,8414,70,0,0,8,6,1059,1963,2003,154500
1617,0,2,3,165,3,598,533,4,1993,1617,2,8012,50,0,69,5,6,1604,1993,1994,193000
1244,0,3,3,777,5,467,336,3,1957,1244,3,11988,90,0,40,6,6,1244,1957,1957,150000
1180,0,2,3,0,6,700,252,3,1922,1180,1,11600,80,0,0,5,4,700,1922,1950,137500
520,623,2,3,0,6,600,480,2,2005,1223,2,2544,24,0,166,5,7,600,2005,2005,147400
1686,0,3,3,625,1,0,612,3,1980,1686,3,10240,79,157,131,6,6,1686,1980,1980,207500
1646,0,3,1,1513,2,125,800,2,2008,1646,2,9520,71,338,44,5,8,1638,2007,2008,293077
1144,0,3,3,594,1,270,264,2,1961,1144,3,10000,80,0,0,6,5,864,1961,1983,131400
939,858,3,0,0,6,939,639,4,2006,1797,2,9245,79,0,53,5,7,939,2006,2006,213500
1224,0,2,4,0,4,0,462,3,1962,1224,3,9842,70,0,0,5,4,0,1962,1962,101800
992,873,3,3,735,2,257,839,4,2000,1865,2,10316,69,0,184,5,7,992,2000,2000,235000
1056,0,3,3,846,5,210,308,2,1958,1056,3,8176,70,0,0,6,5,1056,1958,1992,139000
1966,1174,4,3,0,6,1926,820,0,2009,3140,0,13518,104,860,78,5,9,1926,2008,2009,485000
1212,0,3,0,506,0,0,492,3,1978,1212,3,8471,88,46,12,7,6,506,1977,1995,151000
1694,0,3,0,1369,2,317,636,2,2004,1694,2,10084,75,186,57,5,8,1686,2004,2005,307000
802,709,3,0,714,2,88,413,0,1997,1511,3,11207,70,0,75,5,6,802,1997,1997,185000
1057,0,3,3,731,2,326,246,3,1953,1057,2,7922,68,0,52,7,5,1057,1953,2007,109000
1246,1044,4,3,0,6,777,560,3,1971,2290,3,11340,60,0,0,6,4,777,1885,1950,122500
1377,806,4,3,1002,2,0,786,3,1988,2183,2,13837,69,178,0,5,7,1204,1988,1988,229000
1699,1523,5,2,1470,2,203,594,3,1990,3222,2,12376,90,0,0,5,7,1673,1990,1990,320000
909,807,2,3,0,6,880,512,2,1996,1716,2,8750,70,0,120,5,7,880,1996,1996,191000
1342,0,3,3,251,5,491,457,3,1967,1342,3,9790,69,0,0,5,6,1372,1967,1967,161500
1504,0,2,3,16,2,1330,437,0,2005,1504,2,3182,43,14,20,5,7,1346,2005,2006,191000
1053,0,3,3,0,6,1053,648,2,2003,1992,2,9375,75,768,45,5,8,1053,2003,2004,250000
624,628,2,3,510,1,90,462,4,1999,1252,2,2160,24,212,48,5,7,600,1999,2000,160000
999,0,3,3,588,0,411,264,3,1963,999,2,7758,69,0,132,7,5,999,1962,2001,132500
741,622,3,3,0,7,622,528,3,1966,1363,3,7740,60,0,0,7,4,622,1910,1950,125500
1165,0,3,1,312,5,276,490,2,1966,1165,3,9020,82,183,129,7,6,1127,1966,1966,174900
1668,0,3,0,1059,2,567,702,4,2002,1668,2,11248,90,215,45,5,9,1626,2002,2002,285000
1158,1218,4,0,0,6,1158,853,2,2005,2376,2,14215,101,380,154,5,8,1158,2005,2006,325300
889,551,3,3,0,6,540,352,3,1940,1440,3,5000,63,0,0,4,5,540,1900,1950,79000
794,676,0,0,182,2,612,388,0,1997,1470,3,13869,69,0,75,6,6,794,1997,1997,177000
1541,0,3,2,1201,7,340,532,4,2005,1541,2,12182,95,226,70,5,7,1541,2005,2005,220000
1440,0,4,3,133,0,1307,0,1,0,1440,1,12108,92,270,0,4,4,1440,1955,1955,118000
1146,0,3,0,786,2,82,438,4,2003,1146,2,9590,73,442,22,5,7,868,2003,2003,187500
1494,0,0,0,437,3,0,481,0,1995,1494,0,9549,30,0,30,5,8,1494,1995,1996,270000
1462,0,4,3,1170,2,292,738,0,2004,2224,0,8834,74,216,0,5,9,1462,2004,2005,350000
820,523,3,3,0,6,731,186,3,1921,1343,3,7681,54,0,0,6,5,731,1921,1950,154900
1210,1242,4,3,281,7,747,683,0,1998,2452,2,16226,66,0,50,5,8,1028,1998,1999,267000
1127,850,4,3,442,5,374,540,2,1964,1977,3,9500,100,272,52,6,6,816,1964,1978,165000
1064,703,2,3,495,2,354,504,2,1987,1767,2,5306,44,0,35,7,7,1064,1987,1987,239000
1324,0,2,3,863,2,461,550,0,2006,1324,2,6240,48,176,38,5,8,1324,2006,2006,254000
912,546,3,3,0,6,912,330,3,1948,1458,3,17503,78,0,0,5,6,912,1948,1950,97500
1314,0,3,3,24,2,1290,440,2,2006,1314,2,9317,78,0,22,5,6,1314,2006,2006,176432
1575,0,0,3,430,2,1145,529,2,1992,1575,2,8012,50,0,0,5,6,1575,1992,1992,179200
1620,0,2,1,1022,2,598,912,0,2008,1620,0,12898,89,70,0,5,9,1620,2007,2008,315500
1104,684,5,0,0,6,1104,304,3,1957,1788,3,11250,69,0,0,5,4,1104,1957,1989,161500
913,0,3,1,187,3,0,240,3,1990,913,3,8400,70,0,0,5,6,814,1966,1966,129000
2073,0,0,3,790,0,589,500,3,1978,2073,3,13175,85,119,0,6,6,1542,1978,1988,210000
764,677,2,3,0,6,776,492,3,1999,1441,2,2645,24,456,0,5,8,776,1999,2000,174000
815,875,3,3,0,6,815,225,4,1916,1690,3,8850,65,0,0,6,7,815,1916,1950,144000
1437,0,3,3,988,5,200,576,3,1999,1437,3,14175,69,0,0,6,5,1188,1956,1987,168000
2156,0,3,3,297,1,1203,508,2,1968,2156,3,20781,69,0,80,7,7,1568,1968,2003,262500
864,0,2,3,468,5,396,0,1,0,864,3,5604,67,0,0,6,5,864,1925,1950,98000
536,576,3,3,129,5,175,336,3,1976,1112,3,2592,36,0,0,3,5,536,1976,1976,85000
1122,1121,4,3,700,0,0,746,2,1990,2243,2,13474,116,246,44,5,7,700,1990,1991,225000
810,518,3,3,0,6,686,210,3,1940,1328,3,9906,57,0,172,4,4,686,1925,1950,107000
968,0,4,3,0,6,656,216,3,1928,968,3,10800,60,0,0,6,4,656,1927,2007,64500
698,698,3,3,0,6,698,384,3,2003,1396,3,8730,60,0,0,7,6,698,1915,2003,153575
1856,0,1,0,1445,2,411,834,0,2010,1856,0,11394,88,350,0,2,9,1856,2010,2010,394432
1610,551,3,3,1288,2,294,789,0,2007,2161,0,10562,86,300,120,5,8,1582,2007,2007,325624
1602,0,3,3,1246,0,356,529,0,1977,1602,2,16635,69,126,0,7,6,1602,1977,2000,215000
630,672,3,3,0,6,630,280,3,1991,1302,3,1680,21,142,0,5,5,630,1971,1971,112000
807,702,3,3,457,2,326,393,0,2002,1509,2,7861,69,0,75,5,6,783,2002,2003,183200
912,0,2,3,737,0,175,352,4,1962,912,3,12968,69,0,0,6,5,912,1962,1962,144000
1004,0,3,3,399,0,605,420,4,1950,1664,3,5000,50,0,24,7,6,1004,1947,1950,159000
1390,304,4,3,423,5,758,576,3,1925,1694,3,8400,60,0,0,5,6,1181,1925,1950,136500
747,0,2,3,0,6,747,220,3,1945,747,3,4608,47,0,0,6,4,747,1945,1950,80000
1040,0,2,4,0,7,0,420,3,1950,1040,3,7200,60,0,29,5,4,0,1950,1950,109900
831,829,3,3,0,6,831,493,2,2002,1660,2,8935,68,95,68,5,7,831,2002,2002,195000
1026,665,3,3,218,3,808,308,3,1924,1691,2,5000,50,0,0,6,5,1026,1924,1950,127000
864,0,3,3,398,0,317,720,2,1980,864,2,7200,60,0,0,8,5,864,1950,2002,129000
752,0,2,3,623,0,0,264,3,1984,752,3,7175,50,0,0,5,6,744,1984,1984,125000
963,829,3,3,361,2,602,564,2,2001,1792,2,12435,80,172,96,5,7,963,2001,2001,231500
764,862,2,3,0,6,764,474,2,2003,1626,2,2628,36,106,27,5,7,764,2003,2003,175500
1484,0,0,0,428,2,1048,472,2,2006,1484,0,9037,64,32,33,5,8,1476,2006,2006,265900
1675,1818,3,3,0,6,1470,870,3,2003,3493,2,18386,87,0,0,9,7,1470,1880,2002,295000
1652,0,2,3,1572,2,80,840,0,2006,1652,0,13173,108,300,102,5,9,1652,2006,2007,325000
1276,0,0,3,0,6,1276,350,3,1958,1276,3,9571,68,0,0,3,5,1276,1958,1958,60000
1112,0,3,3,120,1,736,271,3,1950,1668,3,9600,80,0,0,8,6,856,1950,2005,140000
720,472,4,3,0,6,720,0,1,0,1192,3,10800,60,0,0,4,4,720,1949,1950,135000
884,0,2,0,747,0,0,504,2,1983,884,2,9180,69,0,0,7,5,840,1983,1983,144000
1180,0,3,1,1065,2,92,454,4,1988,2062,3,14364,69,128,55,5,7,1157,1988,1989,277000
827,0,2,4,0,4,0,392,4,1967,827,3,7200,60,0,0,7,5,0,1955,2007,107500
1136,883,3,3,0,6,728,532,3,1997,2019,2,11414,60,0,135,8,7,728,1910,1993,167500
616,688,3,2,0,6,264,336,0,1976,1304,3,2665,69,0,24,6,5,264,1976,1976,115000
684,684,3,3,0,6,684,216,3,1930,1368,3,3600,60,0,158,7,6,684,1910,1993,114504
840,765,3,3,0,6,840,379,3,1915,1605,3,5790,60,0,0,6,3,840,1915,1950,107400
2020,0,3,3,1436,2,570,900,0,2009,2020,0,12220,94,305,54,5,10,2006,2009,2009,402861
625,625,2,3,0,6,625,528,2,2006,1250,2,4251,35,0,54,5,7,625,2006,2007,164700
1624,0,2,3,1456,2,168,757,2,1994,1624,2,12461,89,0,114,5,8,1624,1994,1995,262000
845,0,2,3,565,0,280,360,3,1987,845,3,7599,69,0,0,6,4,845,1982,2006,129500
1389,0,2,0,1071,0,195,418,2,1975,1389,3,10010,77,0,38,5,5,1389,1974,1975,170000
968,0,2,3,0,6,968,480,3,1935,968,3,8520,60,0,0,6,5,968,1923,2006,100000
546,546,3,3,0,6,546,286,3,1970,1092,3,2001,21,80,0,5,4,546,1970,1970,75000
848,0,1,0,685,2,163,420,0,2003,848,2,4435,69,170,0,5,6,848,2003,2004,144000
1269,0,3,3,374,1,363,308,3,1964,1269,3,7931,70,0,0,6,5,1269,1960,1960,155000
1092,0,3,3,170,3,252,288,3,1962,1092,3,11616,69,116,20,5,5,1092,1962,1962,139000
1468,795,3,3,795,0,0,539,0,1977,2263,2,16659,69,34,250,7,7,795,1977,1994,235000
952,0,2,3,228,0,724,283,3,1956,952,3,8475,69,0,0,7,4,952,1956,1956,135750
736,716,2,3,0,6,736,0,1,0,1452,3,4456,33,0,0,5,4,736,1920,2008,113000
1039,0,3,2,841,1,198,504,3,1965,1039,3,11625,75,0,0,4,5,1039,1965,1965,131500
1204,0,2,3,866,2,338,412,4,1998,1204,3,4500,32,320,247,5,6,1204,1998,1998,162000
